Filename, Result-Old, Proof-Old, Result-New, Proof-New
./Ordered_Resolution_Prover_veriT/x2020_07_28_19_10_19_420_5516754.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_11_49_455_6935158.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_00_41_59_804_6145548.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_25_27_568_7210004.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_27_56_836_5727372.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_00_26_53_509_9833036.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_20_07_07_382_5675288.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_20_14_43_452_5825446.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_36_57_600_5613964.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_27_09_710_5376074.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_17_17_852_5602260.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_19_00_889_5619484.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_52_53_371_6584414.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_53_32_084_8731536.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_18_50_649_7061430.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_31_52_410_8414634.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_29_34_848_5935832.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_00_26_51_274_9830476.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_17_39_123_7537830.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_41_21_047_5547886.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_00_42_06_685_6151928.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_09_52_533_5478578.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_42_01_284_5561830.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_00_45_26_342_6206388.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_20_48_07_281_6810570.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_06_36_606_8774122.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_21_54_301_5765740.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_11_34_899_5508364.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_44_03_294_5599940.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_44_11_572_8597896.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_40_12_306_5528196.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_25_56_757_5565236.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_06_11_233_5463718.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_28_05_872_5907986.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_46_40_335_5636392.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_31_27_364_8949436.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_15_01_404_7506872.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_34_06_928_7402364.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_21_27_449_8841898.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_19_45_22_058_5999564.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_28_20_55_00_186_6935974.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_16_24_313_5667990.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_26_46_622_8897120.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_01_17_533_5445242.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_03_55_634_5387164.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_41_08_236_5550672.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_44_06_360_5643166.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_21_24_019_8837984.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_36_27_819_7475720.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_51_54_844_7791092.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_59_45_216_5386200.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_15_47_971_5658098.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_17_42_834_7543784.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_06_34_799_7419572.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_57_17_667_5452868.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_03_52_352_5382930.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_28_24_216_5415768.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_41_19_536_5545782.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_00_39_25_122_6114608.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_29_23_627_8381046.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_00_54_952_5548570.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_24_40_122_5680112.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_20_49_19_260_6832976.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_27_29_639_5443306.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_35_23_896_7433708.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_17_41_455_7541778.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_20_11_20_957_5770852.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_59_15_149_5505280.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_48_57_040_6509952.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_16_09_378_7520670.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_29_27_182_8385458.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_39_24_709_8527638.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_35_32_007_7445096.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_05_01_114_5432608.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_32_45_156_5772904.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_26_10_171_8344184.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_57_53_065_5464592.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_51_26_346_7013470.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_44_05_485_8592022.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_00_39_01_429_6106870.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_18_47_436_7058806.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_43_59_087_5593728.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/Mirabelle_z3/x2020_07_28_19_00_52_304_6446914.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_37_31_677_6064540.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_20_35_168_7101492.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_24_21_500_7643862.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_16_38_108_7526248.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_20_52_07_833_6896316.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_17_43_975_7545750.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_39_31_913_7540140.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_55_42_558_5418168.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_19_42_15_453_5963668.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_01_09_115_5432350.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_26_53_886_5362002.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_09_12_423_7143564.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_24_17_131_7636368.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_04_02_036_7372622.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_17_01_007_5595370.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_19_40_15_939_5916922.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_38_40_708_5653352.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_49_04_280_6518488.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_01_15_688_5440902.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_42_26_704_5576022.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_33_33_445_5542828.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_01_06_169_8758632.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_43_29_785_5626822.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_19_13_32_559_5562996.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_19_38_42_897_5895938.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_19_09_00_463_5440018.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_36_57_199_5464880.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_38_51_539_5510386.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_43_24_066_5616584.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_39_28_116_5521310.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_52_46_565_7040656.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_19_29_23_735_5776500.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_16_29_947_8797194.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_40_18_453_7559858.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_58_03_932_5474804.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_21_30_554_5756154.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_15_13_395_5646634.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_00_34_922_8756292.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_48_20_652_7717338.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_02_53_871_5469396.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_42_28_812_5578070.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_03_12_417_8767844.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_19_40_39_569_5943610.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_18_04_522_7042324.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_36_59_244_5486822.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_31_18_041_8409898.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_27_39_747_8907426.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_19_32_558_7080342.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_38_17_995_5501620.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_05_03_385_5436582.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_42_02_580_5563882.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_36_25_198_7472292.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_18_04_299_8235902.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_40_40_330_5543330.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_35_26_080_7436578.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_14_48_572_6988884.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_52_49_890_6582520.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_40_08_708_8539382.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_34_41_245_7412252.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_07_43_988_5494386.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_29_21_909_8379288.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_44_56_253_5688612.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_50_01_890_7763826.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_28_19_06_35_564_5408506.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_29_20_198_8376834.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_22_34_954_5781834.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_04_59_347_5430748.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_20_49_14_539_6826116.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_10_02_665_5539506.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_26_00_502_5570042.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_22_26_677_8869286.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_19_47_24_689_6025398.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_26_08_472_8893988.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_23_38_399_7620194.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_16_08_559_8222514.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_05_38_208_7399794.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_18_52_426_7064008.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_29_46_075_7294428.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_18_45_621_7056586.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_19_09_36_960_5447218.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_19_48_58_389_5359032.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_19_31_59_704_5810218.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_50_45_634_7774908.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_25_46_435_5546658.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_49_59_907_7761392.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_25_39_174_5537062.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_23_56_215_8879720.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_12_17_916_5572814.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_30_31_412_7318116.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_37_31_882_5496444.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_59_38_770_5520718.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_02_05_30_754_5521052.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_00_25_08_136_9801846.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_42_55_636_5603382.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_03_31_01_486_8397120.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_22_02_10_589_5596146.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_23_29_42_601_7289350.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_04_32_17_871_5369584.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_05_57_088_7410378.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_28_21_08_13_812_7438132.smt_in,unknown,Failure,unknown,Failure
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_25_47_411_5548842.smt_in,unsat,Success,unsat,Success
./Ordered_Resolution_Prover_veriT/x2020_07_29_01_25_38_094_5534836.smt_in,unsat,Success,unsat,Success
